,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1338,Gourgeist,Vanillite,Natu,Happiny,Turtonator,Staraptor,Piloswine,Lickitung,Luvdisc,Lanturn,Metagross,Tyranitar,Houndoom,Gallade,Absol,Greninja,Slaking,Alakazam,Lucario,Hydreigon,Krookodile,Hawlucha,Metagross,Sceptile,Goodra,Zoroark,Gengar,Garchomp,Ambipom,Altaria,Kangaskhan
1339,Yanmega,Poliwag,Pidgey,Cacturne,Gardevoir,Clauncher,Drowzee,Sawsbuck,Pumpkaboo,Granbull,Litleo,Metagross,Slaking,Aegislash,Espeon,Kangaskhan,Fearow,Charizard,Aggron,Gengar,Aerodactyl,Accelgor,Tyranitar,Lopunny,Chandelure,Delphox,Alakazam,Typhlosion,Sigilyph,Salazzle,Glalie
1340,Noibat,Gothorita,Litwick,Chikorita,Cacturne,Tyrantrum,Aggron,Passimian,Magcargo,Grubbin,Krabby,Metagross,Kommo-o,Gliscor,Garchomp,Primarina,Espeon,Gardevoir,Nidoking,Simisage,Blaziken,Lucario,Aegislash,Floette,Alakazam,Hitmonlee,Meganium,Altaria,Leavanny,Salamence,Hydreigon
1341,Murkrow,Machoke,Teddiursa,Primeape,Sandshrew,Mantine,Flygon,Slowpoke,Feraligatr,Aron,Boldore,Serperior,Simisage,Greninja,Venusaur,Gyarados,Jumpluff,Tsareena,Gourgeist,Floette,Exeggutor,Metagross,Sceptile,Lilligant,Primarina,Dhelmise,Dragonite,Altaria,Gogoat,Tangrowth,Gengar
1342,Pinsir,Cubchoo,Dunsparce,Octillery,Kabuto,Espurr,Glaceon,Litten,Watchog,Pichu,Mightyena,Houndoom,Lucario,Tyranitar,Lopunny,Blastoise,Excadrill,Venusaur,Slaking,Meganium,Klefki,Salamence,Floette,Silvally,Feraligatr,Sharpedo,Hydreigon,Pinsir,Scizor,Charizard,Stoutland
1343,Blitzle,Wigglytuff,Finneon,Vullaby,Raticate,Sigilyph,Cubone,Cherrim,Gengar,Psyduck,Araquanid,Metagross,Slaking,Pidgeot,Hydreigon,Klinklang,Archeops,Pyroar,Kangaskhan,Volcarona,Staraptor,Bisharp,Mandibuzz,Lucario,Aerodactyl,Krookodile,Magnezone,Incineroar,Scizor,Greninja,Skarmory
1344,Eevee,Galvantula,Chandelure,Clamperl,Gumshoos,Pachirisu,Snivy,Cherubi,Lumineon,Machoke,Snover,Gardevoir,Slaking,Metagross,Garchomp,Gallade,Alakazam,Pinsir,Medicham,Arcanine,Decidueye,Mismagius,Tangrowth,Delphox,Beedrill,Kommo-o,Venusaur,Muk,Volcarona,Salamence,Florges
1345,Boldore,Munchlax,Seismitoad,Volbeat,Flabébé,Omanyte,Conkeldurr,Mareep,Sliggoo,Golisopod,Gastly,Gardevoir,Aegislash,Mr. Mime,Floette,Salamence,Mimikyu,Clefable,Espeon,Hawlucha,Comfey,Azumarill,Gengar,Jynx,Whimsicott,Altaria,Primarina,Rotom,Gliscor,Grumpig,Metagross
1346,Dodrio,Dwebble,Delcatty,Drampa,Heatmor,Relicanth,Primarina,Panpour,Frillish,Kabutops,Fletchling,Simisage,Serperior,Garchomp,Metagross,Electivire,Hydreigon,Goodra,Meganium,Gogoat,Venusaur,Decidueye,Lilligant,Whimsicott,Salamence,Floette,Starmie,Gyarados,Kommo-o,Slaking,Espeon
1347,Happiny,Carracosta,Mothim,Persian,Kirlia,Dartrix,Skiddo,Dugtrio,Dewpider,Masquerain,Pikachu,Slaking,Altaria,Salamence,Dragonite,Staraptor,Noivern,Pidgeot,Houndoom,Charizard,Sigilyph,Talonflame,Aerodactyl,Yanmega,Gengar,Absol,Glalie,Minior,Braviary,Crobat,Beedrill
1348,Drifloon,Butterfree,Skitty,Tangela,Dewpider,Venomoth,Cacturne,Swellow,Shellder,Cofagrigus,Tympole,Silvally,Salamence,Kangaskhan,Greninja,Lopunny,Slaking,Bisharp,Archeops,Scizor,Charizard,Chandelure,Tyranitar,Metagross,Hydreigon,Arcanine,Goodra,Floette,Garchomp,Tyrantrum,Tauros
1349,Noctowl,Sableye,Torterra,Mimikyu,Chikorita,Rapidash,Crawdaunt,Tentacruel,Type: Null,Porygon-Z,Pancham,Garchomp,Metagross,Pidgeot,Decidueye,Alakazam,Mienshao,Silvally,Jellicent,Espeon,Aegislash,Salamence,Slaking,Minior,Dhelmise,Archeops,Lopunny,Sceptile,Lunatone,Hydreigon,Gardevoir
1350,Croagunk,Snorlax,Rockruff,Heatmor,Cascoon,Bastiodon,Grotle,Krabby,Stufful,Forretress,Salamence,Gardevoir,Primarina,Jolteon,Metagross,Alakazam,Darmanitan,Floette,Magnezone,Klinklang,Goodra,Tyranitar,Manectric,Garchomp,Typhlosion,Lucario,Aegislash,Walrein,Magmortar,Klefki,Heracross
1351,Dragonite,Durant,Crustle,Vikavolt,Metang,Doduo,Trapinch,Hippopotas,Scizor,Deino,Blaziken,Garchomp,Blastoise,Mienshao,Salamence,Delphox,Gyarados,Lucario,Dragonite,Chandelure,Metagross,Gardevoir,Floatzel,Simipour,Milotic,Noivern,Slaking,Starmie,Pidgeot,Aerodactyl,Espeon
1352,Reuniclus,Dunsparce,Gastrodon,Sunkern,Druddigon,Finneon,Weezing,Aron,Toxicroak,Swablu,Braviary,Metagross,Aegislash,Lucario,Magnezone,Slaking,Garchomp,Salamence,Aggron,Gardevoir,Swampert,Klinklang,Kadabra,Empoleon,Alakazam,Togedemaru,Jolteon,Bronzong,Crobat,Gyarados,Electivire
1353,Slurpuff,Delphox,Koffing,Finneon,Kangaskhan,Gothitelle,Swirlix,Rhyhorn,Marowak,Starly,Espeon,Hydreigon,Metagross,Salamence,Gardevoir,Noivern,Scizor,Empoleon,Krookodile,Malamar,Starmie,Slaking,Honchkrow,Grumpig,Swampert,Espeon,Tyranitar,Lapras,Zweilous,Charizard,Goodra
1354,Sandygast,Litleo,Spheal,Cranidos,Dragonair,Wigglytuff,Mimikyu,Yanmega,Hydreigon,Golurk,Wooper,Glalie,Slaking,Mimikyu,Archeops,Charizard,Kangaskhan,Klefki,Gardevoir,Florges,Volcarona,Talonflame,Aerodactyl,Floette,Pidgeot,Salamence,Staraptor,Froslass,Cryogonal,Altaria,Lapras
1355,Swanna,Kabutops,Patrat,Seviper,Magby,Magmar,Rampardos,Ampharos,Venomoth,Brionne,Quilava,Garchomp,Krookodile,Greninja,Gyarados,Flygon,Slaking,Haxorus,Metagross,Kommo-o,Kangaskhan,Simipour,Bruxish,Basculin,Hydreigon,Goodra,Gengar,Silvally,Empoleon,Samurott,Houndoom
1356,Riolu,Seedot,Amoonguss,Grumpig,Electrode,Poliwhirl,Marshtomp,Krokorok,Swellow,Mankey,Charmander,Kangaskhan,Feraligatr,Garchomp,Slaking,Phione,Altaria,Greninja,Salamence,Goodra,Blastoise,Milotic,Yanmega,Mandibuzz,Qwilfish,Crobat,Silvally,Hydreigon,Simipour,Lopunny,Lumineon
1357,Sandygast,Larvitar,Dusclops,Corphish,Sentret,Froslass,Jigglypuff,Remoraid,Shelgon,Decidueye,Raticate,Absol,Tyranitar,Braviary,Volcarona,Aerodactyl,Salamence,Arcanine,Archeops,Magmortar,Staraptor,Noivern,Salazzle,Slaking,Dragonite,Floette,Ninetales,Typhlosion,Greninja,Metagross,Sawsbuck
1358,Spearow,Stunky,Cloyster,Tranquill,Pupitar,Staryu,Sigilyph,Magmortar,Espurr,Burmy,Petilil,Charizard,Kangaskhan,Hydreigon,Slaking,Salamence,Sharpedo,Goodra,Absol,Delphox,Starmie,Noivern,Aerodactyl,Typhlosion,Tyranitar,Houndoom,Simipour,Silvally,Blaziken,Archeops,Furfrou
1359,Pansear,Gallade,Simisear,Seedot,Wimpod,Tepig,Gourgeist,Aegislash,Archen,Jumpluff,Kabuto,Hydreigon,Dragonite,Magmortar,Absol,Typhlosion,Tyranitar,Charizard,Lunatone,Banette,Bisharp,Chandelure,Honchkrow,Salamence,Gyarados,Umbreon,Altaria,Houndoom,Metagross,Arcanine,Krookodile
1360,Porygon2,Ekans,Heracross,Mareanie,Gardevoir,Masquerain,Bronzong,Xatu,Accelgor,Scatterbug,Ampharos,Typhlosion,Kangaskhan,Slaking,Silvally,Garchomp,Camerupt,Metagross,Golurk,Banette,Salamence,Excadrill,Mismagius,Goodra,Blaziken,Lucario,Rotom,Palossand,Volcarona,Alakazam,Darmanitan
1361,Frogadier,Meganium,Ninetales,Venusaur,Leafeon,Pyroar,Gumshoos,Froakie,Samurott,Arcanine,Type: Null,Salamence,Lucario,Alakazam,Slaking,Lopunny,Gardevoir,Greninja,Espeon,Archeops,Passimian,Jellicent,Pidgeot,Blastoise,Gallade,Hawlucha,Floatzel,Dragonite,Garchomp,Aerodactyl,Empoleon
1362,Ledian,Forretress,Exploud,Cradily,Lunatone,Wooper,Whismur,Ariados,Grotle,Hitmontop,Ludicolo,Kommo-o,Gengar,Metagross,Tentacruel,Altaria,Golbat,Gardevoir,Floette,Goodra,Noivern,Venomoth,Dragonite,Passimian,Scyther,Aerodactyl,Garchomp,Dragalge,Braviary,Mandibuzz,Slaking
1363,Charmeleon,Litleo,Servine,Sigilyph,Vanillite,Crustle,Shellder,Bibarel,Pawniard,Hariyama,Walrein,Venusaur,Salamence,Heracross,Garchomp,Decidueye,Metagross,Banette,Altaria,Dragonite,Sceptile,Floette,Hawlucha,Passimian,Slurpuff,Whimsicott,Gallade,Slaking,Pinsir,Sawk,Crobat
1364,Victreebel,Growlithe,Throh,Garbodor,Anorith,Dragonair,Gothorita,Nidoqueen,Graveler,Nidorino,Hitmonlee,Abra,Mr. Mime,Meowstic,Kadabra,Alakazam,Metagross,Slaking,Simipour,Garchomp,Sigilyph,Noivern,Tauros,Salamence,Dragonite,Drifblim,Gardevoir,Espeon,Charizard,Gallade,Grumpig
1365,Larvitar,Wishiwashi,Drilbur,Togetic,Seismitoad,Foongus,Cacnea,Doublade,Ribombee,Gabite,Tynamo,Excadrill,Crobat,Metagross,Snorlax,Audino,Charizard,Sylveon,Swampert,Kangaskhan,Pidgeot,Slaking,Lopunny,Lapras,Volcarona,Drifblim,Mismagius,Banette,Scizor,Floette,Braviary
1366,Bruxish,Sneasel,Krabby,Bunnelby,Kakuna,Luxio,Scizor,Zoroark,Octillery,Dwebble,Aggron,Kommo-o,Passimian,Manectric,Lucario,Electrode,Blastoise,Garchomp,Vaporeon,Feraligatr,Floatzel,Sharpedo,Jolteon,Electabuzz,Raichu,Excadrill,Samurott,Bewear,Poliwrath,Phione,Zebstrika
1367,Magmortar,Seel,Swablu,Throh,Gourgeist,Mudkip,Bonsly,Braixen,Swadloon,Geodude,Marill,Bulbasaur,Liepard,Pansage,Simisage,Pansear,Simisear,Panpour,Simipour,Munna,Musharna,Unfezant,Blitzle,Zebstrika,Boldore,Gigalith,Woobat,Swoobat,Drilbur,Stoutland,Herdier
1368,Kecleon,Nosepass,Dunsparce,Forretress,Emboar,Happiny,Totodile,Sandygast,Ledyba,Klefki,Gible,Weavile,Whiscash,Wailord,Sharpedo,Slaking,Archeops,Gardevoir,Swampert,Florges,Musharna,Gogoat,Togekiss,Simipour,Scizor,Politoed,Azumarill,Froslass,Phione,Typhlosion,Primarina
1369,Rampardos,Porygon2,Ninetales,Mienshao,Mightyena,Clefairy,Raticate,Alomomola,Froslass,Dragalge,Goomy,Slaking,Floette,Metagross,Vanilluxe,Tyranitar,Gardevoir,Swampert,Greninja,Gengar,Hydreigon,Magneton,Manectric,Luxray,Garchomp,Girafarig,Kangaskhan,Blaziken,Salamence,Glalie,Grumpig
1370,Solrock,Ribombee,Trubbish,Mankey,Eelektrik,Purrloin,Horsea,Breloom,Magnezone,Blaziken,Illumise,Banette,Chandelure,Alakazam,Mismagius,Decidueye,Charizard,Gallade,Aegislash,Gengar,Delphox,Garchomp,Drifblim,Crobat,Archeops,Gyarados,Typhlosion,Pyroar,Manectric,Gliscor,Gardevoir
1371,Gliscor,Avalugg,Lampent,Toxapex,Girafarig,Pumpkaboo,Bellsprout,Lileep,Magikarp,Ninetales,Togepi,Garchomp,Starmie,Milotic,Seaking,Emboar,Feraligatr,Druddigon,Samurott,Magmortar,Simipour,Swampert,Lucario,Ampharos,Greninja,Gyarados,Jellicent,Alakazam,Goodra,Octillery,Incineroar
1372,Solrock,Murkrow,Amoonguss,Bronzor,Carnivine,Nidorino,Ponyta,Litten,Togedemaru,Salazzle,Musharna,Krookodile,Tyranitar,Metagross,Garchomp,Alakazam,Swampert,Dugtrio,Claydol,Greninja,Flygon,Manectric,Slaking,Gliscor,Seismitoad,Hydreigon,Aerodactyl,Charizard,Rhyperior,Empoleon,Sharpedo
1373,Quagsire,Ledian,Lucario,Magmortar,Poliwrath,Carvanha,Sceptile,Wishiwashi,Tropius,Farfetch'd,Grubbin,Noivern,Altaria,Salamence,Sigilyph,Pinsir,Tyranitar,Volcarona,Metagross,Jolteon,Scizor,Skarmory,Togekiss,Goodra,Dragonite,Arcanine,Typhlosion,Hydreigon,Tyrantrum,Blaziken,Florges
1374,Weedle,Venusaur,Slowbro,Malamar,Charmander,Exploud,Marowak,Tyrunt,Starmie,Braviary,Mothim,Slaking,Tyranitar,Aerodactyl,Manectric,Hydreigon,Alakazam,Salamence,Jynx,Metagross,Greninja,Sceptile,Zebstrika,Espeon,Garchomp,Gardevoir,Gyarados,Dragonite,Electabuzz,Skuntank,Sharpedo
1375,Buizel,Xatu,Luxio,Azumarill,Quilava,Silvally,Hitmonchan,Dewott,Phantump,Zoroark,Wartortle,Mienshao,Slaking,Salamence,Metagross,Medicham,Passimian,Lucario,Aegislash,Alakazam,Sceptile,Haxorus,Gardevoir,Dhelmise,Serperior,Silvally,Gengar,Decidueye,Charizard,Archeops,Kommo-o
1376,Charjabug,Tangela,Stunfisk,Darmanitan,Musharna,Manectric,Swampert,Ludicolo,Nidoking,Crabrawler,Wingull,Sceptile,Slaking,Hydreigon,Simisage,Salamence,Leafeon,Lilligant,Venusaur,Serperior,Garchomp,Leavanny,Goodra,Gogoat,Roserade,Grovyle,Alakazam,Porygon-Z,Sawsbuck,Lopunny,Kommo-o
1377,Raichu,Baltoy,Meganium,Exeggcute,Doduo,Oddish,Sneasel,Fomantis,Loudred,Dunsparce,Flaaffy,Tyranitar,Passimian,Slaking,Bewear,Rhyperior,Kommo-o,Blaziken,Sawk,Primarina,Salamence,Blastoise,Heracross,Aggron,Hydreigon,Incineroar,Swampert,Jolteon,Clefable,Empoleon,Lucario
1378,Toxapex,Seismitoad,Totodile,Oddish,Kecleon,Piplup,Mantyke,Bonsly,Politoed,Sunkern,Roserade,Pinsir,Kangaskhan,Salamence,Venusaur,Gardevoir,Absol,Kommo-o,Hydreigon,Metagross,Garchomp,Meowstic,Haxorus,Silvally,Sharpedo,Goodra,Slaking,Alakazam,Snorlax,Zoroark,Hawlucha
1379,Dratini,Solosis,Corsola,Aron,Spiritomb,Phione,Talonflame,Cradily,Emboar,Pangoro,Kricketune,Gengar,Garchomp,Kommo-o,Slaking,Gyarados,Blastoise,Dragonite,Kangaskhan,Salamence,Floette,Lopunny,Silvally,Goodra,Tauros,Blaziken,Altaria,Hitmonlee,Manectric,Staraptor,Samurott
1380,Mismagius,Furfrou,Elekid,Donphan,Gurdurr,Crabominable,Marshtomp,Nidoran♂,Ekans,Feebas,Dewgong,Simipour,Metagross,Slaking,Klefki,Floatzel,Sigilyph,Tyrantrum,Primarina,Heracross,Drifblim,Sawk,Sharpedo,Wailord,Feraligatr,Lucario,Victreebel,Swampert,Garchomp,Simisage,Kingdra
1381,Sharpedo,Ribombee,Simipour,Silcoon,Nincada,Fomantis,Kingdra,Shinx,Swablu,Garchomp,Vanillite,Sylveon,Gardevoir,Floette,Comfey,Slaking,Mawile,Slurpuff,Metagross,Whimsicott,Granbull,Klefki,Primarina,Mimikyu,Clefable,Wigglytuff,Shiinotic,Pinsir,Dragonite,Silvally,Florges
1382,Salandit,Cherubi,Binacle,Slaking,Wigglytuff,Arcanine,Flygon,Gulpin,Misdreavus,Munchlax,Munchlax,Salamence,Slaking,Staraptor,Miltank,Aerodactyl,Simipour,Absol,Charizard,Archeops,Kangaskhan,Sceptile,Weavile,Tauros,Metagross,Swampert,Tyranitar,Blastoise,Simisage,Greninja,Lopunny
1383,Sandygast,Butterfree,Spewpa,Rapidash,Misdreavus,Seel,Chingling,Komala,Solosis,Tranquill,Liepard,Tyranitar,Kangaskhan,Tauros,Poliwrath,Slaking,Aggron,Scizor,Garchomp,Dodrio,Durant,Krookodile,Stoutland,Skuntank,Noivern,Klinklang,Altaria,Kommo-o,Lopunny,Lucario,Archeops
1384,Basculin,Gible,Venomoth,Cranidos,Roselia,Pawniard,Beldum,Archen,Torkoal,Cinccino,Mudsdale,Salamence,Gyarados,Blastoise,Goodra,Garchomp,Floatzel,Milotic,Dragonite,Silvally,Seismitoad,Golduck,Lopunny,Gastrodon,Simipour,Greninja,Vaporeon,Swampert,Slaking,Manectric,Kangaskhan
1385,Golem,Clefable,Machop,Pupitar,Grimer,Pancham,Jellicent,Combusken,Tynamo,Cradily,Salamence,Togekiss,Florges,Alakazam,Slurpuff,Gardevoir,Manectric,Floette,Metagross,Comfey,Sylveon,Ampharos,Mr. Mime,Dedenne,Granbull,Tyranitar,Mimikyu,Whimsicott,Electivire,Malamar,Electabuzz
1386,Sandshrew,Magby,Marowak,Venomoth,Chatot,Floatzel,Azumarill,Florges,Cloyster,Carracosta,Ponyta,Slaking,Metagross,Blastoise,Lopunny,Roserade,Pidgeot,Kangaskhan,Manectric,Electivire,Crobat,Alakazam,Salamence,Greninja,Lucario,Silvally,Floette,Tentacruel,Goodra,Hydreigon,Electabuzz
1387,Igglybuff,Pancham,Whirlipede,Luvdisc,Tentacruel,Yamask,Espurr,Blastoise,Seviper,Tentacool,Girafarig,Gardevoir,Salamence,Greninja,Slaking,Hydreigon,Metagross,Jolteon,Silvally,Porygon-Z,Gyarados,Garchomp,Dragonite,Blastoise,Pinsir,Zangoose,Espeon,Drifblim,Rotom,Venomoth,Grumpig
1388,Sliggoo,Machop,Bergmite,Magmar,Gligar,Combee,Araquanid,Mareep,Gardevoir,Kakuna,Sawsbuck,Metagross,Tyranitar,Gengar,Lopunny,Absol,Drapion,Archeops,Sharpedo,Lucario,Houndoom,Slaking,Incineroar,Tauros,Skuntank,Mismagius,Simipour,Typhlosion,Scizor,Persian,Steelix
1389,Shiftry,Teddiursa,Roselia,Crobat,Sunflora,Trapinch,Luxray,Bellsprout,Breloom,Garchomp,Diglett,Floette,Glalie,Slaking,Metagross,Ribombee,Kangaskhan,Dragonite,Drifblim,Froslass,Salamence,Gardevoir,Slurpuff,Yanmega,Altaria,Mimikyu,Haxorus,Comfey,Noivern,Alakazam,Gliscor
1390,Durant,Turtwig,Froakie,Braixen,Deerling,Altaria,Fletchinder,Swinub,Garbodor,Masquerain,Murkrow,Slaking,Weavile,Metagross,Salamence,Silvally,Cryogonal,Aerodactyl,Greninja,Minior,Gengar,Jolteon,Gardevoir,Manectric,Sharpedo,Crobat,Typhlosion,Kommo-o,Charizard,Floette,Glalie
1391,Jynx,Doublade,Rotom,Cofagrigus,Lycanroc,Braixen,Furret,Toucannon,Alakazam,Silvally,Chatot,Tyranitar,Metagross,Hydreigon,Gardevoir,Kangaskhan,Aerodactyl,Slaking,Gallade,Haxorus,Espeon,Lucario,Togedemaru,Blaziken,Empoleon,Garchomp,Sigilyph,Silvally,Delphox,Sharpedo,Salamence
1392,Sudowoodo,Jigglypuff,Amoonguss,Sneasel,Wormadam,Feraligatr,Lilligant,Larvitar,Clefairy,Lickitung,Lombre,Simisage,Gogoat,Venusaur,Alakazam,Salamence,Gardevoir,Serperior,Metagross,Goodra,Gourgeist,Sceptile,Exeggutor,Silvally,Kangaskhan,Slaking,Dragonite,Leavanny,Meganium,Pidgeot,Sawsbuck
1393,Magneton,Swoobat,Beautifly,Seadra,Ledyba,Frillish,Finneon,Cradily,Burmy,Unfezant,Dusknoir,Salamence,Bisharp,Tyranitar,Aegislash,Slaking,Gardevoir,Decidueye,Espeon,Tyrantrum,Absol,Silvally,Zoroark,Haxorus,Kangaskhan,Hydreigon,Metagross,Pidgeot,Drapion,Magneton,Krookodile
1394,Altaria,Dunsparce,Starmie,Blissey,Tyrantrum,Chinchou,Crobat,Altaria,Scyther,Bulbasaur,Machamp,Slaking,Metagross,Salamence,Tauros,Aerodactyl,Garchomp,Manectric,Alakazam,Gengar,Kangaskhan,Glalie,Magnezone,Magneton,Lopunny,Sigilyph,Tyranitar,Luxray,Silvally,Bouffalant,Altaria
1395,Timburr,Spewpa,Noibat,Makuhita,Qwilfish,Tyranitar,Dragonair,Hakamo-o,Gastly,Tyranitar,Scolipede,Lucario,Garchomp,Excadrill,Scizor,Kommo-o,Klinklang,Hawlucha,Volcarona,Toxicroak,Greninja,Floette,Blastoise,Flygon,Steelix,Togekiss,Klefki,Mamoswine,Gyarados,Goodra,Seismitoad
1396,Litten,Monferno,Drifloon,Cacturne,Herdier,Gogoat,Lanturn,Gible,Golduck,Smoochum,Umbreon,Slaking,Venusaur,Salamence,Heracross,Leavanny,Garchomp,Silvally,Dragonite,Gogoat,Goodra,Absol,Toxicroak,Meganium,Mienshao,Simisage,Metagross,Sawsbuck,Kommo-o,Shiftry,Haxorus
1397,Beedrill,Bidoof,Farfetch'd,Dugtrio,Audino,Purugly,Whimsicott,Sableye,Escavalier,Dwebble,Blissey,Salamence,Slaking,Scizor,Venusaur,Emboar,Kangaskhan,Hawlucha,Blaziken,Klinklang,Lucario,Steelix,Infernape,Chandelure,Excadrill,Arcanine,Incineroar,Pidgeot,Bisharp,Aggron,Heracross
1398,Cacturne,Fletchinder,Dwebble,Shellos,Larvesta,Swablu,Archeops,Tepig,Charmeleon,Helioptile,Corsola,Starmie,Greninja,Tyranitar,Blastoise,Feraligatr,Metagross,Milotic,Garchomp,Klinklang,Floatzel,Whiscash,Gallade,Manectric,Seismitoad,Jolteon,Passimian,Tyrantrum,Salamence,Empoleon,Poliwrath
1399,Gallade,Torracat,Joltik,Quilladin,Treecko,Ambipom,Dwebble,Sceptile,Yanma,Lurantis,Chandelure,Salamence,Gardevoir,Hydreigon,Haxorus,Aerodactyl,Garchomp,Jynx,Metagross,Charizard,Togekiss,Darmanitan,Tyranitar,Typhlosion,Goodra,Gengar,Alakazam,Dragonite,Xatu,Slaking,Mismagius
1400,Scraggy,Ledyba,Magnezone,Meditite,Sneasel,Whirlipede,Totodile,Shellos,Kricketune,Swellow,Mimikyu,Alakazam,Slaking,Metagross,Greninja,Klinklang,Empoleon,Aerodactyl,Crobat,Gyarados,Scizor,Tyranitar,Magnezone,Magneton,Jolteon,Swampert,Steelix,Blastoise,Walrein,Miltank,Lickilicky
1401,Trapinch,Snubbull,Turtonator,Munna,Bouffalant,Tentacruel,Ferrothorn,Klang,Cloyster,Ekans,Vikavolt,Kommo-o,Mienshao,Salamence,Swampert,Gyarados,Passimian,Excadrill,Slaking,Greninja,Hitmonlee,Manectric,Lucario,Electabuzz,Hitmonchan,Alakazam,Jolteon,Talonflame,Bisharp,Sawk,Metagross
1402,Slakoth,Petilil,Shellos,Jolteon,Clefable,Sandygast,Leavanny,Zigzagoon,Aromatisse,Shellder,Ninetales,Arcanine,Alakazam,Delphox,Gardevoir,Noivern,Espeon,Salamence,Altaria,Slaking,Dragonite,Metagross,Crobat,Heatmor,Typhlosion,Magmar,Dodrio,Infernape,Simisear,Magmortar,Snorlax
1403,Ninetales,Dusknoir,Smoochum,Graveler,Turtwig,Torkoal,Bronzor,Lickilicky,Electrike,Steenee,Gorebyss,Garchomp,Blastoise,Slaking,Tyranitar,Kommo-o,Chimecho,Magnezone,Greninja,Kingler,Heracross,Silvally,Blaziken,Drifblim,Gardevoir,Mamoswine,Hitmonlee,Ursaring,Hydreigon,Venusaur,Scizor
1404,Nidorina,Aggron,Krookodile,Gothita,Sneasel,Durant,Serperior,Scyther,Pidgeotto,Lillipup,Komala,Alakazam,Charizard,Metagross,Salamence,Greninja,Aegislash,Lucario,Scizor,Typhlosion,Doublade,Drifblim,Slaking,Gyarados,Absol,Archeops,Lopunny,Aggron,Minior,Ambipom,Klinklang
1405,Purrloin,Teddiursa,Gorebyss,Spoink,Karrablast,Turtonator,Galvantula,Lairon,Venipede,Venonat,Bonsly,Donphan,Hippowdon,Swampert,Whiscash,Seismitoad,Espeon,Tyranitar,Golurk,Greninja,Flygon,Milotic,Hariyama,Alakazam,Floette,Gastrodon,Nidoqueen,Incineroar,Delphox,Gabite,Mudbray
1406,Helioptile,Fearow,Honedge,Shelmet,Froakie,Hawlucha,Pidgey,Primeape,Primeape,Shelmet,Oricorio,Crobat,Rotom,Slaking,Mismagius,Haunter,Aegislash,Metagross,Drifblim,Salamence,Gengar,Banette,Noivern,Froslass,Chandelure,Manectric,Kangaskhan,Jellicent,Slowbro,Aerodactyl,Gardevoir
1407,Leafeon,Eevee,Flygon,Feebas,Crabominable,Braixen,Croagunk,Scatterbug,Sliggoo,Trevenant,Venonat,Slaking,Braviary,Goodra,Tyranitar,Kangaskhan,Zoroark,Aerodactyl,Dragonite,Salamence,Absol,Mismagius,Banette,Charizard,Sharpedo,Hydreigon,Hypno,Staraptor,Miltank,Kommo-o,Pidgeot
1408,Leavanny,Shroomish,Wailmer,Comfey,Ledyba,Pawniard,Vulpix,Lanturn,Vanillish,Litten,Pangoro,Venusaur,Floette,Mienshao,Nidoqueen,Krookodile,Mimikyu,Dragonite,Toxicroak,Passimian,Altaria,Kommo-o,Sylveon,Swampert,Scizor,Blaziken,Tsareena,Pinsir,Kangaskhan,Hitmonchan,Bewear
1409,Victreebel,Wimpod,Aromatisse,Porygon,Vullaby,Froakie,Bagon,Burmy,Pikachu,Igglybuff,Sandshrew,Torterra,Drapion,Munchlax,Garchomp,Gabite,Bronzong,Skuntank,Purugly,Toxicroak,Lopunny,Cherrim,Floatzel,Pachirisu,Staraptor,Staravia,Infernape,Metagross,Ambipom,Lumineon,Weavile
1410,Mantine,Dustox,Skiploom,Gallade,Sandslash,Grubbin,Helioptile,Gulpin,Tangela,Hariyama,Victreebel,Torterra,Glameow,Honchkrow,Mismagius,Lopunny,Drifblim,Drifloon,Ambipom,Pachirisu,Vespiquen,Purugly,Roserade,Bibarel,Empoleon,Prinplup,Infernape,Monferno,Metagross,Metang,Salamence
1411,Camerupt,Bisharp,Butterfree,Dragonite,Slurpuff,Kingler,Quilladin,Wormadam,Electrike,Tentacool,Magmortar,Kommo-o,Sigilyph,Simipour,Swanna,Kangaskhan,Hydreigon,Golduck,Dragonite,Delphox,Roserade,Salamence,Altaria,Pidgeot,Lilligant,Slaking,Espeon,Silvally,Blastoise,Blaziken,Arcanine
1412,Popplio,Wartortle,Nincada,Porygon-Z,Spheal,Meganium,Gengar,Huntail,Togepi,Chandelure,Shelmet,Salamence,Garchomp,Dragonite,Altaria,Metagross,Goodra,Braviary,Noivern,Hydreigon,Pidgeot,Staraptor,Blaziken,Slaking,Haxorus,Lucario,Blissey,Kingdra,Manectric,Venusaur,Kangaskhan
1413,Jumpluff,Dartrix,Bellsprout,Lillipup,Togetic,Jigglypuff,Pidgey,Rhyhorn,Nidoqueen,Liepard,Exeggutor,Glalie,Hydreigon,Krookodile,Garchomp,Durant,Altaria,Typhlosion,Tyranitar,Sharpedo,Honchkrow,Metagross,Cryogonal,Slaking,Charizard,Scizor,Blaziken,Pidgeot,Alakazam,Starmie,Mandibuzz
